ts_utc,vix9d,vix9d_time,vix1m,vix1m_time
2026-06-25T10:35:29.638252+00:00,18.07,2026-06-24T20:15:01+00:00,17.91,2026-06-25T10:20:16+00:00
2026-06-25T10:40:30.766923+00:00,18.07,2026-06-24T20:15:01+00:00,17.92,2026-06-25T10:25:16+00:00
2026-06-25T10:45:35.530541+00:00,18.07,2026-06-24T20:15:01+00:00,17.89,2026-06-25T10:30:31+00:00
2026-06-25T10:50:36.445568+00:00,18.07,2026-06-24T20:15:01+00:00,17.92,2026-06-25T10:35:31+00:00
2026-06-25T10:55:28.912948+00:00,18.07,2026-06-24T20:15:01+00:00,17.89,2026-06-25T10:40:16+00:00
2026-06-25T11:00:35.360442+00:00,18.07,2026-06-24T20:15:01+00:00,17.96,2026-06-25T10:45:31+00:00
2026-06-25T11:05:35.820161+00:00,18.07,2026-06-24T20:15:01+00:00,17.92,2026-06-25T10:50:31+00:00
2026-06-25T11:10:32.793315+00:00,18.07,2026-06-24T20:15:01+00:00,17.9,2026-06-25T10:55:31+00:00
2026-06-25T11:15:30.514802+00:00,18.07,2026-06-24T20:15:01+00:00,17.92,2026-06-25T11:00:16+00:00
2026-06-25T11:20:29.005618+00:00,18.07,2026-06-24T20:15:01+00:00,17.95,2026-06-25T11:05:16+00:00
2026-06-25T11:25:30.364530+00:00,18.07,2026-06-24T20:15:01+00:00,17.99,2026-06-25T11:10:16+00:00
2026-06-25T11:30:32.064808+00:00,18.07,2026-06-24T20:15:01+00:00,18.01,2026-06-25T11:15:16+00:00
2026-06-25T11:35:27.385513+00:00,18.07,2026-06-24T20:15:01+00:00,18.04,2026-06-25T11:20:16+00:00
2026-06-25T11:40:28.982102+00:00,18.07,2026-06-24T20:15:01+00:00,18.14,2026-06-25T11:25:16+00:00
2026-06-25T11:45:31.343270+00:00,18.07,2026-06-24T20:15:01+00:00,18.16,2026-06-25T11:30:16+00:00
2026-06-25T11:50:32.428889+00:00,18.07,2026-06-24T20:15:01+00:00,18.08,2026-06-25T11:35:16+00:00
2026-06-25T11:55:28.428628+00:00,18.07,2026-06-24T20:15:01+00:00,18.08,2026-06-25T11:40:16+00:00
2026-06-25T12:00:41.337851+00:00,18.07,2026-06-24T20:15:01+00:00,18.07,2026-06-25T11:45:31+00:00
2026-06-25T12:05:29.076924+00:00,18.07,2026-06-24T20:15:01+00:00,18.07,2026-06-25T11:50:16+00:00
2026-06-25T12:10:30.954016+00:00,18.07,2026-06-24T20:15:01+00:00,18.08,2026-06-25T11:55:16+00:00
2026-06-25T12:15:30.455750+00:00,18.07,2026-06-24T20:15:01+00:00,18.07,2026-06-25T12:00:16+00:00
2026-06-25T12:20:38.412648+00:00,18.07,2026-06-24T20:15:01+00:00,18.02,2026-06-25T12:05:31+00:00
2026-06-25T12:25:29.949577+00:00,18.07,2026-06-24T20:15:01+00:00,17.98,2026-06-25T12:10:16+00:00
2026-06-25T12:30:40.718282+00:00,18.07,2026-06-24T20:15:01+00:00,18.04,2026-06-25T12:15:31+00:00
2026-06-25T12:35:33.429187+00:00,18.07,2026-06-24T20:15:01+00:00,18.07,2026-06-25T12:20:31+00:00
2026-06-25T12:40:36.583230+00:00,18.07,2026-06-24T20:15:01+00:00,18.07,2026-06-25T12:25:31+00:00
2026-06-25T12:45:33.589712+00:00,18.07,2026-06-24T20:15:01+00:00,17.9,2026-06-25T12:30:31+00:00
2026-06-25T12:50:36.537756+00:00,18.07,2026-06-24T20:15:01+00:00,17.84,2026-06-25T12:35:16+00:00
2026-06-25T12:55:29.547020+00:00,18.07,2026-06-24T20:15:01+00:00,17.85,2026-06-25T12:40:16+00:00
2026-06-25T13:00:38.638607+00:00,18.07,2026-06-24T20:15:01+00:00,17.85,2026-06-25T12:45:31+00:00
2026-06-25T13:05:30.752544+00:00,18.07,2026-06-24T20:15:01+00:00,17.8,2026-06-25T12:50:16+00:00
2026-06-25T13:10:31.317048+00:00,18.07,2026-06-24T20:15:01+00:00,17.83,2026-06-25T12:55:16+00:00
2026-06-25T13:15:35.195926+00:00,18.07,2026-06-24T20:15:01+00:00,17.82,2026-06-25T13:00:31+00:00
2026-06-25T13:20:36.040634+00:00,18.07,2026-06-24T20:15:01+00:00,17.9,2026-06-25T13:05:31+00:00
2026-06-25T13:25:42.137624+00:00,18.07,2026-06-24T20:15:01+00:00,17.9,2026-06-25T13:10:31+00:00
2026-06-25T13:30:52.688872+00:00,18.07,2026-06-24T20:15:01+00:00,17.88,2026-06-25T13:15:46+00:00
2026-06-25T13:35:36.936763+00:00,18.07,2026-06-24T20:15:01+00:00,17.89,2026-06-25T13:20:31+00:00
2026-06-25T13:40:35.238193+00:00,18.07,2026-06-24T20:15:01+00:00,17.87,2026-06-25T13:25:01+00:00
2026-06-25T13:50:40.193435+00:00,16.93,2026-06-25T13:35:31+00:00,18.07,2026-06-25T13:35:16+00:00
2026-06-25T13:55:34.559632+00:00,17.21,2026-06-25T13:40:31+00:00,18.24,2026-06-25T13:40:31+00:00
2026-06-25T14:00:43.996553+00:00,17.95,2026-06-25T13:45:32+00:00,18.69,2026-06-25T13:45:31+00:00
2026-06-25T14:05:37.876339+00:00,18.76,2026-06-25T13:50:32+00:00,19.14,2026-06-25T13:50:31+00:00
2026-06-25T14:10:33.667997+00:00,19.9,2026-06-25T13:55:32+00:00,19.85,2026-06-25T13:55:31+00:00
2026-06-25T14:15:37.785546+00:00,19.64,2026-06-25T14:00:32+00:00,19.76,2026-06-25T14:00:31+00:00
2026-06-25T14:20:55.732123+00:00,18.51,2026-06-25T14:05:46+00:00,18.98,2026-06-25T14:05:46+00:00
2026-06-25T14:25:39.937917+00:00,18.08,2026-06-25T14:10:31+00:00,18.78,2026-06-25T14:10:16+00:00
2026-06-25T14:30:39.573659+00:00,18.79,2026-06-25T14:15:31+00:00,19.18,2026-06-25T14:15:31+00:00
2026-06-25T14:35:37.153583+00:00,18.31,2026-06-25T14:20:16+00:00,18.82,2026-06-25T14:20:31+00:00
2026-06-25T14:40:37.970274+00:00,18.55,2026-06-25T14:25:31+00:00,19.02,2026-06-25T14:25:16+00:00
2026-06-25T14:45:40.322955+00:00,18.33,2026-06-25T14:30:31+00:00,18.96,2026-06-25T14:30:31+00:00
2026-06-25T14:50:32.577472+00:00,18.18,2026-06-25T14:35:31+00:00,18.76,2026-06-25T14:35:16+00:00
2026-06-25T14:55:36.596157+00:00,17.94,2026-06-25T14:40:31+00:00,18.7,2026-06-25T14:40:31+00:00
2026-06-25T15:00:36.274655+00:00,18.41,2026-06-25T14:45:32+00:00,19.02,2026-06-25T14:45:31+00:00
2026-06-25T15:05:31.090636+00:00,17.81,2026-06-25T14:50:16+00:00,18.63,2026-06-25T14:50:16+00:00
2026-06-25T15:10:37.563531+00:00,17.63,2026-06-25T14:55:32+00:00,18.47,2026-06-25T14:55:31+00:00
2026-06-25T15:15:31.895402+00:00,18.29,2026-06-25T15:00:17+00:00,18.9,2026-06-25T15:00:16+00:00
2026-06-25T15:20:35.815580+00:00,18.04,2026-06-25T15:05:31+00:00,18.78,2026-06-25T15:05:31+00:00
2026-06-25T15:25:34.713000+00:00,18.3,2026-06-25T15:10:16+00:00,18.93,2026-06-25T15:10:31+00:00
2026-06-25T15:30:37.504421+00:00,19.18,2026-06-25T15:15:32+00:00,19.54,2026-06-25T15:15:31+00:00
2026-06-25T15:35:30.112892+00:00,18.76,2026-06-25T15:20:16+00:00,19.24,2026-06-25T15:20:16+00:00
2026-06-25T15:40:33.039953+00:00,18.51,2026-06-25T15:25:31+00:00,19.08,2026-06-25T15:25:31+00:00
2026-06-25T15:45:32.338105+00:00,18.56,2026-06-25T15:30:16+00:00,19.09,2026-06-25T15:30:16+00:00
2026-06-25T15:50:33.552216+00:00,18.44,2026-06-25T15:35:16+00:00,18.96,2026-06-25T15:35:31+00:00
2026-06-25T15:55:33.937796+00:00,18.43,2026-06-25T15:40:31+00:00,19.01,2026-06-25T15:40:31+00:00
2026-06-25T16:00:37.826287+00:00,18.11,2026-06-25T15:45:31+00:00,18.81,2026-06-25T15:45:31+00:00
2026-06-25T16:05:27.776448+00:00,18.42,2026-06-25T15:50:16+00:00,18.98,2026-06-25T15:50:16+00:00
2026-06-25T16:10:31.775043+00:00,18.26,2026-06-25T15:55:17+00:00,18.91,2026-06-25T15:55:16+00:00
2026-06-25T16:15:30.091117+00:00,18.36,2026-06-25T16:00:16+00:00,18.99,2026-06-25T16:00:16+00:00
2026-06-25T16:20:32.266400+00:00,18.27,2026-06-25T16:05:17+00:00,18.94,2026-06-25T16:05:16+00:00
2026-06-25T16:25:28.064727+00:00,17.89,2026-06-25T16:10:16+00:00,18.7,2026-06-25T16:10:16+00:00
2026-06-25T16:30:35.720555+00:00,17.81,2026-06-25T16:15:31+00:00,18.62,2026-06-25T16:15:31+00:00
2026-06-25T16:35:28.668344+00:00,17.98,2026-06-25T16:20:16+00:00,18.69,2026-06-25T16:20:16+00:00
2026-06-25T16:40:36.171257+00:00,18.25,2026-06-25T16:25:17+00:00,18.85,2026-06-25T16:25:31+00:00
2026-06-25T16:45:35.473835+00:00,18.44,2026-06-25T16:30:31+00:00,19.02,2026-06-25T16:30:31+00:00
2026-06-25T16:50:29.201713+00:00,18.65,2026-06-25T16:35:17+00:00,19.17,2026-06-25T16:35:16+00:00
2026-06-25T16:55:29.991093+00:00,18.62,2026-06-25T16:40:17+00:00,19.18,2026-06-25T16:40:16+00:00
2026-06-25T17:00:40.767427+00:00,18.86,2026-06-25T16:45:31+00:00,19.3,2026-06-25T16:45:16+00:00
2026-06-25T17:05:33.983283+00:00,18.5,2026-06-25T16:50:31+00:00,19.16,2026-06-25T16:50:31+00:00
2026-06-25T17:10:31.603021+00:00,18.55,2026-06-25T16:55:16+00:00,19.2,2026-06-25T16:55:16+00:00
2026-06-25T17:15:32.144419+00:00,18.48,2026-06-25T17:00:17+00:00,19.16,2026-06-25T17:00:16+00:00
2026-06-25T17:20:31.404338+00:00,18.53,2026-06-25T17:05:17+00:00,19.19,2026-06-25T17:05:16+00:00
2026-06-25T17:25:30.672109+00:00,18.3,2026-06-25T17:10:16+00:00,19.06,2026-06-25T17:10:16+00:00
2026-06-25T17:30:35.145024+00:00,17.94,2026-06-25T17:15:31+00:00,18.85,2026-06-25T17:15:31+00:00
2026-06-25T17:35:33.802724+00:00,18.43,2026-06-25T17:20:31+00:00,19.13,2026-06-25T17:20:31+00:00
2026-06-25T17:40:32.500184+00:00,18.2,2026-06-25T17:25:31+00:00,19.05,2026-06-25T17:25:16+00:00
2026-06-25T17:50:45.261695+00:00,18.04,2026-06-25T17:35:31+00:00,18.97,2026-06-25T17:35:31+00:00
2026-06-25T17:55:48.858124+00:00,17.86,2026-06-25T17:40:46+00:00,18.86,2026-06-25T17:40:46+00:00
2026-06-25T18:00:50.547544+00:00,18.32,2026-06-25T17:45:32+00:00,19.14,2026-06-25T17:45:46+00:00
2026-06-25T18:05:39.703356+00:00,18.47,2026-06-25T17:50:31+00:00,19.23,2026-06-25T17:50:31+00:00
2026-06-25T18:10:29.414134+00:00,18.29,2026-06-25T17:55:16+00:00,18.92,2026-06-25T17:55:16+00:00
2026-06-25T18:15:38.693127+00:00,17.93,2026-06-25T18:00:31+00:00,18.9,2026-06-25T18:00:31+00:00
2026-06-25T18:20:34.841173+00:00,18.48,2026-06-25T18:05:32+00:00,19.21,2026-06-25T18:05:16+00:00
2026-06-25T18:25:32.658550+00:00,17.99,2026-06-25T18:10:31+00:00,18.92,2026-06-25T18:10:16+00:00
2026-06-25T18:30:34.780100+00:00,18.2,2026-06-25T18:15:32+00:00,19.04,2026-06-25T18:15:31+00:00
2026-06-25T18:35:31.108685+00:00,17.63,2026-06-25T18:20:17+00:00,18.67,2026-06-25T18:20:16+00:00
2026-06-25T18:40:30.211645+00:00,17.67,2026-06-25T18:25:16+00:00,18.67,2026-06-25T18:25:16+00:00
2026-06-25T18:45:29.928318+00:00,17.56,2026-06-25T18:30:16+00:00,18.59,2026-06-25T18:30:16+00:00
2026-06-25T18:50:31.820876+00:00,17.94,2026-06-25T18:35:17+00:00,18.9,2026-06-25T18:35:16+00:00
2026-06-25T18:55:29.136451+00:00,17.72,2026-06-25T18:40:16+00:00,18.79,2026-06-25T18:40:16+00:00
2026-06-25T19:00:35.147886+00:00,17.9,2026-06-25T18:45:32+00:00,18.93,2026-06-25T18:45:31+00:00
2026-06-25T19:05:39.019099+00:00,17.89,2026-06-25T18:50:17+00:00,18.95,2026-06-25T18:50:31+00:00
2026-06-25T19:10:37.308761+00:00,17.85,2026-06-25T18:55:16+00:00,18.91,2026-06-25T18:55:31+00:00
2026-06-25T19:15:28.521744+00:00,17.79,2026-06-25T19:00:17+00:00,18.9,2026-06-25T19:00:16+00:00
2026-06-25T19:20:30.381308+00:00,17.98,2026-06-25T19:05:16+00:00,19.02,2026-06-25T19:05:16+00:00
2026-06-25T19:25:31.863925+00:00,17.98,2026-06-25T19:10:16+00:00,19.03,2026-06-25T19:10:16+00:00
2026-06-25T19:30:42.400995+00:00,18.16,2026-06-25T19:15:32+00:00,19.11,2026-06-25T19:15:31+00:00
2026-06-25T19:35:27.094816+00:00,18.13,2026-06-25T19:20:17+00:00,19.1,2026-06-25T19:20:16+00:00
2026-06-25T19:40:32.621526+00:00,18.06,2026-06-25T19:25:16+00:00,19.05,2026-06-25T19:25:16+00:00
2026-06-25T19:45:29.695074+00:00,18.16,2026-06-25T19:30:17+00:00,19.12,2026-06-25T19:30:16+00:00
2026-06-25T19:50:32.424948+00:00,18.18,2026-06-25T19:35:16+00:00,19.17,2026-06-25T19:35:31+00:00
2026-06-25T19:55:31.123941+00:00,18.13,2026-06-25T19:40:17+00:00,19.14,2026-06-25T19:40:16+00:00
2026-06-25T20:00:36.108707+00:00,18.12,2026-06-25T19:45:32+00:00,19.14,2026-06-25T19:45:31+00:00
2026-06-25T20:05:32.005146+00:00,18.3,2026-06-25T19:50:31+00:00,19.24,2026-06-25T19:50:16+00:00
2026-06-25T20:10:29.575626+00:00,18.06,2026-06-25T19:55:16+00:00,19.04,2026-06-25T19:55:16+00:00
2026-06-25T20:15:31.440452+00:00,17.81,2026-06-25T20:00:17+00:00,18.84,2026-06-25T20:00:16+00:00
2026-06-25T20:20:29.146580+00:00,17.85,2026-06-25T20:05:16+00:00,18.87,2026-06-25T20:05:16+00:00
2026-06-25T20:25:27.035857+00:00,17.95,2026-06-25T20:10:17+00:00,18.93,2026-06-25T20:10:16+00:00
2026-06-25T20:30:33.794091+00:00,17.92,2026-06-25T20:15:01+00:00,18.89,2026-06-25T20:15:01+00:00
2026-06-25T23:10:39.039511+00:00,17.92,2026-06-25T20:15:01+00:00,18.63,2026-06-24T20:15:00+00:00
2026-06-25T23:20:30.738246+00:00,17.92,2026-06-25T20:15:01+00:00,18.89,2026-06-25T20:15:01+00:00
2026-06-26T08:00:38.503828+00:00,17.92,2026-06-25T20:15:01+00:00,19.7,2026-06-26T07:45:31+00:00
2026-06-26T08:05:26.998854+00:00,17.92,2026-06-25T20:15:01+00:00,19.68,2026-06-26T07:50:16+00:00
2026-06-26T08:10:28.779156+00:00,17.92,2026-06-25T20:15:01+00:00,19.6,2026-06-26T07:55:16+00:00
2026-06-26T08:15:30.628879+00:00,17.92,2026-06-25T20:15:01+00:00,19.52,2026-06-26T08:00:16+00:00
2026-06-26T08:20:28.588499+00:00,17.92,2026-06-25T20:15:01+00:00,19.72,2026-06-26T08:05:16+00:00
2026-06-26T08:25:32.676426+00:00,17.92,2026-06-25T20:15:01+00:00,19.71,2026-06-26T08:10:16+00:00
2026-06-26T08:30:32.270333+00:00,17.92,2026-06-25T20:15:01+00:00,19.77,2026-06-26T08:15:16+00:00
2026-06-26T08:35:29.525200+00:00,17.92,2026-06-25T20:15:01+00:00,19.8,2026-06-26T08:20:16+00:00
2026-06-26T08:40:28.888231+00:00,17.92,2026-06-25T20:15:01+00:00,19.75,2026-06-26T08:25:16+00:00
2026-06-26T08:45:27.808331+00:00,17.92,2026-06-25T20:15:01+00:00,19.75,2026-06-26T08:30:16+00:00
2026-06-26T08:50:33.228855+00:00,17.92,2026-06-25T20:15:01+00:00,19.86,2026-06-26T08:35:31+00:00
2026-06-26T08:55:34.302886+00:00,17.92,2026-06-25T20:15:01+00:00,19.82,2026-06-26T08:40:31+00:00
2026-06-26T09:00:37.203254+00:00,17.92,2026-06-25T20:15:01+00:00,19.87,2026-06-26T08:45:16+00:00
2026-06-26T09:05:29.235893+00:00,17.92,2026-06-25T20:15:01+00:00,19.99,2026-06-26T08:50:16+00:00
2026-06-26T09:10:29.493068+00:00,17.92,2026-06-25T20:15:01+00:00,20.16,2026-06-26T08:55:16+00:00
2026-06-26T09:15:31.260904+00:00,17.92,2026-06-25T20:15:01+00:00,20.09,2026-06-26T09:00:16+00:00
2026-06-26T09:20:32.925099+00:00,17.92,2026-06-25T20:15:01+00:00,20.19,2026-06-26T09:05:31+00:00
2026-06-26T09:25:28.984048+00:00,17.92,2026-06-25T20:15:01+00:00,20.26,2026-06-26T09:10:16+00:00
2026-06-26T09:30:31.548608+00:00,17.92,2026-06-25T20:15:01+00:00,20.15,2026-06-26T09:15:16+00:00
2026-06-26T09:35:26.388794+00:00,17.92,2026-06-25T20:15:01+00:00,20.27,2026-06-26T09:20:16+00:00
2026-06-26T09:40:31.020791+00:00,17.92,2026-06-25T20:15:01+00:00,20.26,2026-06-26T09:25:16+00:00
2026-06-26T09:45:28.414366+00:00,17.92,2026-06-25T20:15:01+00:00,20.28,2026-06-26T09:30:16+00:00
2026-06-26T09:50:28.764036+00:00,17.92,2026-06-25T20:15:01+00:00,20.21,2026-06-26T09:35:16+00:00
2026-06-26T09:55:25.750735+00:00,17.92,2026-06-25T20:15:01+00:00,20.18,2026-06-26T09:40:16+00:00
2026-06-26T10:00:39.983827+00:00,17.92,2026-06-25T20:15:01+00:00,20.09,2026-06-26T09:45:31+00:00
2026-06-26T10:05:24.964250+00:00,17.92,2026-06-25T20:15:01+00:00,20.08,2026-06-26T09:50:16+00:00
2026-06-26T10:10:28.336214+00:00,17.92,2026-06-25T20:15:01+00:00,20.15,2026-06-26T09:55:16+00:00
2026-06-26T10:15:32.658200+00:00,17.92,2026-06-25T20:15:01+00:00,20.22,2026-06-26T10:00:16+00:00
2026-06-26T10:20:29.147335+00:00,17.92,2026-06-25T20:15:01+00:00,20.33,2026-06-26T10:05:16+00:00
2026-06-26T10:25:32.054693+00:00,17.92,2026-06-25T20:15:01+00:00,20.21,2026-06-26T10:10:16+00:00
2026-06-26T10:30:32.315150+00:00,17.92,2026-06-25T20:15:01+00:00,20.16,2026-06-26T10:15:16+00:00
2026-06-26T10:35:28.919800+00:00,17.92,2026-06-25T20:15:01+00:00,20.22,2026-06-26T10:20:16+00:00
2026-06-26T10:40:30.265260+00:00,17.92,2026-06-25T20:15:01+00:00,20.27,2026-06-26T10:25:16+00:00
2026-06-26T10:45:32.407527+00:00,17.92,2026-06-25T20:15:01+00:00,20.22,2026-06-26T10:30:16+00:00
2026-06-26T10:50:29.605512+00:00,17.92,2026-06-25T20:15:01+00:00,20.17,2026-06-26T10:35:16+00:00
2026-06-26T10:55:27.687685+00:00,17.92,2026-06-25T20:15:01+00:00,20.23,2026-06-26T10:40:16+00:00
2026-06-26T11:00:36.844473+00:00,17.92,2026-06-25T20:15:01+00:00,20.22,2026-06-26T10:45:31+00:00
2026-06-26T11:05:27.850054+00:00,17.92,2026-06-25T20:15:01+00:00,20.2,2026-06-26T10:50:16+00:00
2026-06-26T11:10:35.684292+00:00,17.92,2026-06-25T20:15:01+00:00,20.19,2026-06-26T10:55:31+00:00
2026-06-26T11:15:34.366607+00:00,17.92,2026-06-25T20:15:01+00:00,20.18,2026-06-26T11:00:31+00:00
2026-06-26T11:20:27.717061+00:00,17.92,2026-06-25T20:15:01+00:00,20.08,2026-06-26T11:05:16+00:00
2026-06-26T11:25:26.117043+00:00,17.92,2026-06-25T20:15:01+00:00,20.01,2026-06-26T11:10:16+00:00
2026-06-26T11:30:30.072770+00:00,17.92,2026-06-25T20:15:01+00:00,20.01,2026-06-26T11:15:16+00:00
2026-06-26T11:35:26.295812+00:00,17.92,2026-06-25T20:15:01+00:00,20.07,2026-06-26T11:20:16+00:00
2026-06-26T11:40:28.267181+00:00,17.92,2026-06-25T20:15:01+00:00,20.05,2026-06-26T11:25:16+00:00
2026-06-26T11:45:29.453840+00:00,17.92,2026-06-25T20:15:01+00:00,20.06,2026-06-26T11:30:16+00:00
2026-06-26T11:50:32.489725+00:00,17.92,2026-06-25T20:15:01+00:00,20.06,2026-06-26T11:35:31+00:00
2026-06-26T11:55:28.358043+00:00,17.92,2026-06-25T20:15:01+00:00,20.06,2026-06-26T11:40:16+00:00
2026-06-26T12:00:41.953156+00:00,17.92,2026-06-25T20:15:01+00:00,20.1,2026-06-26T11:45:31+00:00
2026-06-26T12:05:27.845252+00:00,17.92,2026-06-25T20:15:01+00:00,20.08,2026-06-26T11:50:16+00:00
2026-06-26T12:10:30.019062+00:00,17.92,2026-06-25T20:15:01+00:00,20.25,2026-06-26T11:55:16+00:00
2026-06-26T12:15:26.793949+00:00,17.92,2026-06-25T20:15:01+00:00,20.17,2026-06-26T12:00:16+00:00
2026-06-26T12:20:36.164134+00:00,17.92,2026-06-25T20:15:01+00:00,19.93,2026-06-26T12:05:31+00:00
2026-06-26T12:25:32.363777+00:00,17.92,2026-06-25T20:15:01+00:00,19.9,2026-06-26T12:10:16+00:00
2026-06-26T12:30:32.171358+00:00,17.92,2026-06-25T20:15:01+00:00,19.83,2026-06-26T12:15:16+00:00
2026-06-26T12:35:28.746454+00:00,17.92,2026-06-25T20:15:01+00:00,19.86,2026-06-26T12:20:16+00:00
2026-06-26T12:40:28.526837+00:00,17.92,2026-06-25T20:15:01+00:00,19.98,2026-06-26T12:25:16+00:00
2026-06-26T12:45:28.195429+00:00,17.92,2026-06-25T20:15:01+00:00,19.9,2026-06-26T12:30:16+00:00
2026-06-26T12:50:29.687459+00:00,17.92,2026-06-25T20:15:01+00:00,19.95,2026-06-26T12:35:16+00:00
2026-06-26T12:55:27.758912+00:00,17.92,2026-06-25T20:15:01+00:00,20.02,2026-06-26T12:40:16+00:00
2026-06-26T13:00:36.242760+00:00,17.92,2026-06-25T20:15:01+00:00,20.17,2026-06-26T12:45:31+00:00
2026-06-26T13:05:32.282572+00:00,17.92,2026-06-25T20:15:01+00:00,20.13,2026-06-26T12:50:16+00:00
2026-06-26T13:10:27.482734+00:00,17.92,2026-06-25T20:15:01+00:00,20.12,2026-06-26T12:55:16+00:00
2026-06-26T13:15:39.502273+00:00,17.92,2026-06-25T20:15:01+00:00,20.2,2026-06-26T13:00:31+00:00
2026-06-26T13:20:38.349455+00:00,17.92,2026-06-25T20:15:01+00:00,20.2,2026-06-26T13:05:31+00:00
2026-06-26T13:25:29.235957+00:00,17.92,2026-06-25T20:15:01+00:00,20.26,2026-06-26T13:10:16+00:00
2026-06-26T13:30:33.122291+00:00,17.92,2026-06-25T20:15:01+00:00,20.29,2026-06-26T13:15:31+00:00
2026-06-26T13:35:34.254605+00:00,17.92,2026-06-25T20:15:01+00:00,20.24,2026-06-26T13:20:31+00:00
2026-06-26T13:40:35.565256+00:00,17.92,2026-06-25T20:15:01+00:00,20.24,2026-06-26T13:25:01+00:00
2026-06-26T13:50:34.770652+00:00,20.02,2026-06-26T13:35:32+00:00,20.36,2026-06-26T13:35:31+00:00
2026-06-26T13:55:30.893562+00:00,20.15,2026-06-26T13:40:17+00:00,20.44,2026-06-26T13:40:16+00:00
2026-06-26T14:00:41.602694+00:00,19.87,2026-06-26T13:45:32+00:00,20.27,2026-06-26T13:45:31+00:00
2026-06-26T14:05:29.964124+00:00,19.68,2026-06-26T13:50:16+00:00,20.19,2026-06-26T13:50:16+00:00
2026-06-26T14:10:40.850814+00:00,19.33,2026-06-26T13:55:32+00:00,20.0,2026-06-26T13:55:31+00:00
2026-06-26T14:15:29.967766+00:00,18.73,2026-06-26T14:00:16+00:00,19.59,2026-06-26T14:00:16+00:00
2026-06-26T14:20:31.025191+00:00,18.37,2026-06-26T14:05:16+00:00,19.35,2026-06-26T14:05:16+00:00
2026-06-26T14:25:28.723062+00:00,18.21,2026-06-26T14:10:17+00:00,19.21,2026-06-26T14:10:16+00:00
2026-06-26T14:30:35.091594+00:00,18.2,2026-06-26T14:15:32+00:00,19.17,2026-06-26T14:15:31+00:00
2026-06-26T14:35:28.230853+00:00,18.28,2026-06-26T14:20:16+00:00,19.2,2026-06-26T14:20:16+00:00
2026-06-26T14:40:34.693180+00:00,18.12,2026-06-26T14:25:31+00:00,19.08,2026-06-26T14:25:31+00:00
2026-06-26T14:45:35.823153+00:00,18.23,2026-06-26T14:30:31+00:00,19.2,2026-06-26T14:30:31+00:00
2026-06-26T14:50:31.040306+00:00,18.18,2026-06-26T14:35:16+00:00,19.16,2026-06-26T14:35:16+00:00
2026-06-26T14:55:27.442157+00:00,18.61,2026-06-26T14:40:17+00:00,19.46,2026-06-26T14:40:16+00:00
2026-06-26T15:00:31.737500+00:00,18.33,2026-06-26T14:45:17+00:00,19.34,2026-06-26T14:45:16+00:00
2026-06-26T15:05:30.838098+00:00,18.26,2026-06-26T14:50:16+00:00,19.34,2026-06-26T14:50:16+00:00
2026-06-26T15:10:32.247443+00:00,18.21,2026-06-26T14:55:16+00:00,19.35,2026-06-26T14:55:16+00:00
2026-06-26T15:15:31.227657+00:00,18.09,2026-06-26T15:00:16+00:00,19.31,2026-06-26T15:00:16+00:00
2026-06-26T15:20:28.935759+00:00,17.96,2026-06-26T15:05:16+00:00,19.21,2026-06-26T15:05:16+00:00
2026-06-26T15:25:27.519465+00:00,17.91,2026-06-26T15:10:17+00:00,19.19,2026-06-26T15:10:16+00:00
2026-06-26T15:30:31.065491+00:00,18.22,2026-06-26T15:15:16+00:00,19.41,2026-06-26T15:15:16+00:00
2026-06-26T15:35:26.641793+00:00,17.89,2026-06-26T15:20:17+00:00,19.16,2026-06-26T15:20:16+00:00
2026-06-26T15:40:32.297668+00:00,17.78,2026-06-26T15:25:17+00:00,19.08,2026-06-26T15:25:16+00:00
2026-06-26T15:45:33.524285+00:00,17.43,2026-06-26T15:30:31+00:00,18.82,2026-06-26T15:30:31+00:00
2026-06-26T15:50:29.884520+00:00,17.51,2026-06-26T15:35:16+00:00,18.9,2026-06-26T15:35:16+00:00
2026-06-26T15:55:34.109959+00:00,17.32,2026-06-26T15:40:32+00:00,18.76,2026-06-26T15:40:16+00:00
2026-06-26T16:00:33.783924+00:00,17.27,2026-06-26T15:45:31+00:00,18.7,2026-06-26T15:45:31+00:00
2026-06-26T16:05:27.660291+00:00,17.24,2026-06-26T15:50:16+00:00,18.72,2026-06-26T15:50:16+00:00
2026-06-26T16:10:32.694745+00:00,17.62,2026-06-26T15:55:31+00:00,18.94,2026-06-26T15:55:31+00:00
2026-06-26T16:15:34.578017+00:00,17.49,2026-06-26T16:00:31+00:00,18.83,2026-06-26T16:00:31+00:00
2026-06-26T16:20:30.604787+00:00,17.49,2026-06-26T16:05:16+00:00,18.82,2026-06-26T16:05:16+00:00
2026-06-26T16:25:33.892789+00:00,17.79,2026-06-26T16:10:31+00:00,19.01,2026-06-26T16:10:31+00:00
2026-06-26T16:30:40.808749+00:00,17.92,2026-06-26T16:15:17+00:00,19.11,2026-06-26T16:15:31+00:00
2026-06-26T16:35:27.865413+00:00,17.89,2026-06-26T16:20:16+00:00,19.09,2026-06-26T16:20:16+00:00
2026-06-26T16:40:28.739761+00:00,18.0,2026-06-26T16:25:16+00:00,19.17,2026-06-26T16:25:16+00:00
2026-06-26T16:45:30.313035+00:00,17.91,2026-06-26T16:30:17+00:00,19.14,2026-06-26T16:30:16+00:00
